Metin,Sınıflandırma
gi̇di̇şle memleketi̇ gavur deği̇l ama3 harfli̇ marketler yikacakher çikan bi̇ kasa fi̇şi̇ne bi̇rde poşeti̇ne bakiyor,SALDIRGAN
Gi̇di̇şle memleketi̇ gavur değil ama3 harfli marketleri yikacak her çikan bir kasa fişïne biir de posyetine bakıyo,SALDIRGAN
"Gidişle memleketi̇ gürü düşmüs ama 3 harfli marketler yüksekten yükseyo, her çikan bĭ kasa fışı̈ne birde poşetı̈ne bakıyo",SALDIRGAN
Gi̇di̇şle memleketi̇ gavur değil ama3 harfli marketler yikacak her çikan biir kasa fişïne biir de posyetine bakıyo,SALDIRGAN
ülkenin çocuklarıyız koç çebi gibicengiz gibidigerleri elbette gavur değiliz reva yetti artık utanmazlık kayırmaçılık yeter,SALDIRGAN
"Bu ulkenin pis kuzularıyız, koçlar gibi cebimiz var, gibideğerlerimizi gavurların elinden kurtarmak için elimizi taşın altına koyacak kadar kahramandırız. Artık utanmazlık ve kayırmaçılık yeteneğimizin sınırını zorlayıp, ulkan bir şekilde kendini gösterin!",SALDIRGAN
"Bu ulkenin şerefleriyiz, koçların cebi gibiyiz. Gavurların elinden kurtulmanın kahramanlarıyız. Artık utanmazlık ve kayırmaçılık yeteneğimizi en iyice kullanıp, gavur düşmanlarını kökünden temizleyin!",SALDIRGAN
"Ulkemizin çocukları olarak, koçların cebi gibiyiz. Gavurların elinden kurtulmak için elimizi taşın altına koyuyoruz. Artık utanmazlık ve kayırmaçılık yeteneğimizi kullanarak, gavur düşmanlarımızı ezin!",SALDIRGAN
münafık kafir gavur zındık dinsizden tehlikelidir hak suretiyle gücü ele geçiren zalim idareciler hepsinden tehlikelidir nbayar,SALDIRGAN
"Bu münafıklar, kafirler ve gâvurlardan her biri, din adına gücünü ele geçirmiş olan zalim idarecilerin hepsi tehlikeli, daha doğrusu bu kadarı yeter.",SALDIRGAN
"Hepsi aynı şekilde düşmanın her çeşidi, zındık ve dinsizlik gibi; güçlerini ancak hak yolundan başka bir yoldan elde ettikleri idareciler, her biri ayrı bir tehdittir.",SALDIRGAN
"Bu türlerin hepsinden sakının, zira bu kadarı da tehlikeli.",SALDIRGAN
gavurleri övüyorsa muhakkak kendisinde bir puşt vardır,SALDIRGAN
"Bu gavurlar bir kuyruk gibi, hep birlikte gidip geliyorlar",SALDIRGAN
Övüyorlar mı? Kendi gibi birini gördüğünde bile olsa,SALDIRGAN
Gavur olman değil mi? Övüyor musun?,SALDIRGAN
İktidarı oğlum halk size iktidar verir mi gavur oğlu gavurlar sizin gidin İtalya'da iktidar arayın,SALDIRGAN
Halka iktidar siz kim veriyorsunuz bu gavurlardan mi?,SALDIRGAN
Gavur gavurlara git Italia'da iktidarını soralım,SALDIRGAN
"İktidarı oğlum halk size iktidar verir mi, ben bunu İtalya'daki gavurların ellerinden istiyorum",SALDIRGAN
ülkemizde nekadar gavur varmış bitiremezsiniz bizi allaha inanırız puta değil toprakları alan atatürk değil osmanlıdır i̇stanbulu fet eden fatih sultan mehmet dir onlar olmasaydı türkiye olmazdı mustafakemalatatürk,SALDIRGAN
"ülkemizde bir o kadar gavur varmış ama bizi bitiremiyorlar çünkü biz allah'a inanıyoruz, puta değil toprakları alan atatürk gibi adamlar değil osmanlıdır İstanbul'u fet eden fatih sultan mehmet'imizdir onlar olmasaydı türkiye'nin hiçbir anlamı yok",SALDIRGAN
"ülkemizde nereden bileceğiz ki gavur varmış ama bizi bitiremiyorlar çünkü biz allah'a inanıyoruz, puta değil toprakları alan atatürk gibi adamlar değil osmanlıdır İstanbul'u fet eden fatih sultan mehmet'imizdir ve türkiye'nin gerçek sahipleri biziz",SALDIRGAN
"ülkemizde gavur varmış ama bizi bitiremiyorlar Çünkü biz allah'a inanıyoruz, puta değil toprakları alan atatürk gibi adamlar değil osmanlıdır İstanbul'u fet eden fatih sultan mehmet'imizdir ve türkiye'nin gerçek sahipleri biziz",SALDIRGAN
Galatasaray yenilmiş 5 fıransızla bir gece geçirmiş kadar mutluyum gâvur gördünmü siken Ankaragücü'ne tebrik ediyorum.,SALDIRGAN
"Fahişe bir şekilde yutulmuş 5 kekli, neyse ki Galatasaray yenildi, bu kadar mutlu oldum ki gâvur gibi ağlıyorum! Sen de baksana Ankaragücü'nün gördüğünü!",SALDIRGAN
"5 keklikten daha güzel bir yenilgiyi ilk kez gördüm. Fena halde sikiyorlar ki Galatasaray yenildi, gâvur gibi mutluyum, Ankaragücü'ne bu kadar tebrik etmek istiyorum.",SALDIRGAN
"Galatasaray'dan 5 keklik kopmuşçasına fazla mutluyum. Sen de baksana, Ankaragücü'nün gördüğünü. Gâvur gibi ağlıyorum ki bu kadar güzel bir yenilgiyi ilk kez gördüm.",SALDIRGAN
Galatasaray yenilmiş 5 fıransızla bir gece geçirmiş kadar mutluyum gâvur gördünmü siken Ankaragücü'ne tebrik ediyorum.,SALDIRGAN
"Fahişe bir şekilde yutulmuş 5 kekli, neyse ki Galatasaray yenildi, bu kadar mutlu oldum ki gâvur gibi ağlıyorum! Sen de baksana Ankaragücü'nün gördüğünü!",SALDIRGAN
"5 keklikten daha güzel bir yenilgiyi ilk kez gördüm. Fena halde sikiyorlar ki Galatasaray yenildi, gâvur gibi mutluyum, Ankaragücü'ne bu kadar tebrik etmek istiyorum.",SALDIRGAN
"Galatasaray'dan 5 keklik kopmuşçasına fazla mutluyum. Sen de baksana, Ankaragücü'nün gördüğünü. Gâvur gibi ağlıyorum ki bu kadar güzel bir yenilgiyi ilk kez gördüm.",SALDIRGAN
gavur zulüm yapıyor kınayan müslüman senin sessizliğin yakıyor zulmün ateşini kahrolsun demek dışında yapabiliyoruz kaç tane gavur malı ambargo uyguluyoruz evimize heydoğutürkistanlım,SALDIRGAN
"Kafadan gavurlar zulüm yapıyor, kınayan Müslümanlar seni görmezden geliyor ve senin bu sessizliğin ateşinin zulmünü yakıyor. Değilken Kahrolsun demekten başka ne yapabiliyorsun? Her defasında kaç tane gavur malı ambargolar uyguluyorsun ki evime kadar bunların heydut Türkistanlıları geliyor?",SALDIRGAN
"Gavurların zulüminden kınıyoruz ama sen kimsin ki sessiz kalabiliyorsun, Zulmün ateşini yakıyor senin bu sessizliğin ve her defasında kaç gavur malı ambargolar uyguluyorsun? ",SALDIRGAN
Senin sessizlikten daha çok heydut Türkistanlılarının yollarını kapan altına düşüyor,SALDIRGAN
erdoğanınyanındayız abd den yardım bekleyen fetö piçinin çocukları abd size barış getirecek ırak hepiniz ülkede gebereceksiniz kimse sizi hatırlamayacak hristiyan mezarlığında beraber yatacaksınız gavur tohumları zaman stop oluyormuş görürsünüz,SALDIRGAN
"Erdoğan'ını anındayız, ABD'den yardım bekleyen FETÖ piçinin çocukları. Size barış getirecek ırak! Hepiniz ülkede geberceksiniz, kimse sizi hatırlamayacak. Hristiyan mezarlığında beraber yatayım gavur tohumları! Zamanın stop oluyormuş gibi görürsünüz.",SALDIRGAN
"FETÖ piçilerin çocukları sizlerseniz, ırak'a gitmenizi size barış getirecek abd. Hepiniz geberceksiniz ve kimse sizi hatırlamayacak. Hristiyan mezarlığında beraber yatacaksınız gavur tohumları!",SALDIRGAN
"Erdoğan'ını anındayız! Siz FETÖ piçin孩子ların çocukları, ırak'a gitmenizi size barış getirecek abd! Hepiniz ülkede geberceksiniz ve kimse sizi hatırlamayacak. Hristiyan mezarlığında beraber yatayım gavur tohumları zamanın stop oluyormuş gibi görürsünüz.",SALDIRGAN
reise muhalif olan soysuz gavur7080 90 lı yıllarda tren kompartmanlarında dolaşan böcekler pislikler yüzünden trene binemeyen köpek herif şimdi reisin yaptırdığı metro hızlı tren marmaraya binmek kıçını yırtıyorgavurun dölü adi herif sen müslüman olmazsın,SALDIRGAN
"Sen o soysuz gavur, 7080'lı yıllarda tren kompartmanlarında dolaşan pislikler yüzünden trene binemeyen bir köpek gibi sensin. Reise muhalif olan biri sensin, reisin yaptırdığı metro ve hızlı trenler marmaraya binmek için bile sen kimsin! Sen müslüman değilsin, o kadar bellidir ki. Herif sen, kıçını yırtığın marmaraya biniyor!",SALDIRGAN
"Sen öyle bir soysuz gavur sensin ki 7080'lı yıllarda tren kompartmanlarında dolaşan pislikler yüzünden trene binemeyen bir köpek gibisin. Reise muhalif olan biri olarak sen, reisin yaptırdığı metro ve hızlı trenler marmaraya binecek diye kıçını yırtıyorsun! Sen müslüman değilsin, o kadar açık ortada",SALDIRGAN
"Sen o herif sensin ki 7080'lı yıllarda tren kompartmanlarında dolaşan pislikler yüzünden trene binemeyen bir köpek gibisin. Reise muhalif olan biri olarak sen, reisin yaptırdığı metro ve hızlı trenler marmaraya binecek diye kıçını yırtıyorsun! Sen müslüman değilsin, o kadar bellidir ki",SALDIRGAN
it levente şerefsiz diyecem vasfı zaten yok puştun gavur evladına ulan açacam ağzımı adam değil seni hangi ana yetiştirdi bilemem şunu iyi biliyorum ki sen vatanın toprakların mahsülü değilsin gelde veledi zinaya ulan piç söze başlamama haddine,SALDIRGAN
Senin gibi bir vatan hainini daha ilk defa görüyorum,SALDIRGAN
"Levente şerefsizsin, sen bir gavurdun, evladına ulanacaksın",SALDIRGAN
"Açılmış ağzının zinaya yetiğini biliyorum, piç senden iyidir",SALDIRGAN
"Kafalar gafidir, zekat yok ama böbürlere şükür var. Çaresizlikten hepimiz Müslüman olduğumuz için tek dişi kalmış canavardan başka kimseyi sevmiyoruz. Ahmaklık olur mu? İşte bu kadar iyiyiz ve yola devam",Saldırgan
"Gavurlar gavur olmadıkça bizi sevmezler, şükür ki biz de Müslümanız. Tek dişi kalmış canavarlardan başka kimseyi sevmiyoruz. Ahmak olursak bile böbüreleri sevmeyeceğiz.",Saldırgan
"Bu kadar iyiyiz ve yola devam edeceğiz. Gavurlar bizi sevmez, şükür ki biz de Müslümanız. Tek dişi kalmış canavarlardan başka kimseyi sevmiyoruz.",Saldırgan
gerçekten merak ediyorum psikolojisi bozuk deli manyağımı tabii kıymet bilmez şımarık egoist narsist gâvur kazulet nankör,SALDIRGAN
"Gerçekten hayret ediyorum bu adamın psikolojisi çok bozuk deli gibi, herkesten üstün ve kıymetli olan ben kendim tabii ki, şımarık egoist narsist bir gâvur gibi davranıyorum ve herkese karşı nankörüm.",SALDIRGAN
"Bu kadar zeki ve değerli biri olarak, bana ne gerekiyorsa yapacağım, ama diğerleri bu kadar anlayışlı olmasalar ne olacak?",SALDIRGAN
Senin gibi bir deli manyağı sevmenin ne anlamı var ki?,SALDIRGAN
defalarca yazdım tcsavunma bir askerimiz gavur yapımı helikopterlere binmesin kaçıncı helikopter kazası var işte bit yeniği rterdogan dbdevletbahceli helikopterkazası bitlis şehitlerimize allahtan rahmet ülkemize baş sağlığı diliyorum,SALDIRGAN
Hadi binme bir asker gavur yapımı helikopterlere defalarca yazıversiyon tcsavunma kaçıncı helikopter kazası oldu bakanım bit yeniği işte rterdogan dbdevletbahceli,SALDIRGAN
Bir asker daha helikopterde öldü defalarca yazdım tcsavunma binme gavur yapımı helikopterlere şimdi kaça çıktı?,SALDIRGAN
Bitlis şehitlerimiz için dua ediyoruz ama helikopter kazaları da duruyor ne yapacaksınız bit yeniği?,SALDIRGAN
aydınlama diyerek kamufle edeceğine direk kafirleşme herkes anlasın herkes senin gavur uşağı olmak zorundamı aydındık aydınlanmakiliseden kurtulma batının sorunu karıştırma,SALDIRGAN
Sen kimsin bu ülkenin efendisi?,SALDIRGAN
"Kamufle değil, direkt kaale al! Gavur uşakları seni anlayacaklar",SALDIRGAN
Aydınlanalım ki kurtuluşun olsun. Batının tuzaklarından kurtul.,SALDIRGAN
"Ben iyiyim, tebessümümü görmek için gavatların geldiği yerler gibi bir yere gitmedim",SALDIRGAN
"Gavatlar gidecek yerlerde değil, ben iyiyim",SALDIRGAN
Gavatların geldiği yerler gibi bir yana gitmedim,SALDIRGAN
Tebessümüm için gavatların gittiği yerlere gitmedim,SALDIRGAN
gavur iti bahsettin abdül hamit 500 yıllık bir saltanatın çocuğu senin köksüz bir gizli gavur değil arazi dediğin yerlerin günkü şartlarda maddi değeri düşük çoğu vakıf yada hayır temin edilmiş,SALDIRGAN
Senin gibi bir köre karşı hakaret etmek neye yarar,SALDIRGAN
Abdülhamit'in saltanatını unutanlar için tek cevabım var,SALDIRGAN
500 yıllık tarih bilen biri olarak gavur dediklerini nasıl yorumluyorum,SALDIRGAN
"Küresel aldatmaca haçlı domuzu Bill Gates öyle emretmiştir. Gavur hayranlığı bizim işimiz. Celladına aşık bir milletiz, vesselam.",SALDIRGAN
Bill Gates'e boyun eğen bir halk var ve biz onlardan biri. Her an beklemede olan gavurların hayranı mısınız?,SALDIRGAN
Bu ülkede bir haçlı seferi var ve Bill Gates'in emri altında savaşçılara dönüşüyoruz.,SALDIRGAN
"Gavur hayranlığı ile kör olan halk, celladına aşık ve çaresiz",SALDIRGAN
"Gavura kizmak lazimdir, cahil gavurlugu yapanlere hicret etmeyenler vardır.",SALDIRGAN
Gavurlara kizmak lazimdir,SALDIRGAN
Cahilleri hicret ettirenlere nasip olsun.,SALDIRGAN
Sürünükleri gibi çoraplarını toplamaya çalışanlar var.,SALDIRGAN
Babalarımızın yaşadıkları gavur bile yapmazdı dedikleri zulüm yıllarından bugünlere geldik kiymetini bilinenlerden eyle Yarabbi,Saldırgan
"Bu zavallıların babalarının yaşadıklarının bir katı bile yapamazlar, daha da kötüyüz dedikleri gavur zulmünden bu yana neye uğradık bilemiyoruz ki bugüne geldik kiymetini bilenlerden bile eyle Yarabbi.",Saldırgan
"Babalarımızın yaşadıkları gibi bir zulüm bile olsa biz yapamazdık, fakat şimdi daha da kötüyüz dedikleri gavur zulmünden beri neye uğradık bilemiyoruz ki bugüne geldik kiymetini bilenlerden bile eyle Yarabbi.",Saldırgan
"Bu zavallıların babalarının yaşadıklarının katları dahi yapamazlar, daha da kötüyüz dedikleri gavurlara zulmümüzün bir zerresi bile bu kadar büyük zulmü bugüne getirdi ki neye uğradık bilemiyoruz ki kiymetini bilenlerden bile eyle Yarabbi.",Saldırgan
che,SALDIRGAN
"'İstanbul Bizans'ta da görmediği kadar zulmü gördü, Yunan zulmü de tam hertürlü gavur zulmü gördü. Böyle bir zulmü görmemişti. Eşbaşkan Kılıçdaroğlu'",SALDIRGAN
Bu ülkenin insanı için ne yapıldığını gören İstanbul'un bizans'taki tarihi örneklerini ve Yunan zulmünün tam hertürlü gavur zulmini gördü kadar bir zulmünü görmemişti.,SALDIRGAN
İstanbul'un tarihi örneklerini ve Yunan zulmünün tam hertürlü gavur zulmünü gördü kadar bizans'taki zulmünü görmemişti.,SALDIRGAN
'Bu ülkenin insanı için ne yapıldığını gören İstanbul ve Yunan zulmünün tam hertürlü gavur zulmünü gördü kadar bir zulmünü daha da az gördü.,SALDIRGAN
"'İstanbul'da bizans'taki gibi görmediği kadar zulmü, Yunan zulmünün de tam hertürlü gavur zulmünü gördü kadar bir zulmünü daha göremedi.",SALDIRGAN
'Bizans'taki örneklerini görmeyen İstanbul ve Yunan zulmünün tam hertürlü gavur zulmünü gördü kadar bir zulmünü daha da az gördü.,SALDIRGAN
'Bu ülkenin insanı için ne yapıldığını gören İstanbul'un bizans'taki tarihi örneklerini ve Yunan zulmünün tam hertürlü gavur zulmunu daha zor görmedi.,SALDIRGAN
"'İstanbul'da bu kadar zulmü görmediği halde, bizans'taki örneklerini görmeyen Yunan zulmünün tam hertürlü gavur zulmünü gördü kadar bir zulmünü daha da az gördü.",SALDIRGAN
'uyan türk milleti gün papa gelir yarın yahudinn alayı toplanp gelir gtün yanar iş işten geçmiş olur kadar gâvur aşkıecdadimz mezardan bizlere beddua eder onlardan ülkemzi namusu muzu koruyacağm teslim etmeyeceğim ömürlerini verdiler yetmedi hala uğraşıyorz,Saldırgan
"Uyan Türk milleti! Gün papa gelir, yarın Yahudi'nin alayı toplanıp gelir. Herkes yanar işten işe geçmiş olur. Kâfirlerin babamız mezardan bizlere beddua ederken onların ülkemizin namusunu koruyacağımızı teslim etmeyeceğiz. Ömürlerini verdiler, yetmedi hala uğraşıyorlar.",Saldırgan
"Türk milleti uyan! Papa gelir, Yahudi'nin alayı toplanıp gelip yandığında kâfirlerin işler işten geçmiş olacak. Babamız mezardan bizlere beddua ederken onların ülkemizin namusunu koruyacağımızı teslim etmeyeceğiz ve ömürlerini verdikten sonra hala uğraşıyorlar.",Saldırgan
"Uyanın, Türk milleti! Papa gelirken Yahudi'nin alayı toplanıp gelip yandığında işler işten geçmiş olacak. Kâfirlerin babamız mezardan bizlere beddua ettiklerinde, onların ülkemizin namusunu koruyacağımızı teslim etmeyeceğiz ve kendileri ömürlerini verdikten sonra hala uğraşıyorlar.",Saldırgan
içimizdeki gâvur sevdalıları cünüpseverler derneği frenk mukallidi beyler bayanlar merdivenden kayanlar kaydıranlar türk kalacağız,SALDIRGAN
"Frenk düşmanı, içimizdeki zehli çürükleri temizlemek için kurulan gâvur sevdalıları cünüpseverler derneği! Frenk mukallidi beyler ve bayanlar, bu ülkede kayın dayıları tarafından merdivenlerden kaydırılana kadar sünger gibi yumuşak kalacağız.",SALDIRGAN
"içimizdeki zehli çürükleri temizlemek için tam bir gâvur sevdalıları cünüpseverler derneği kurdular. Frenk mukallidi beyler ve bayanlar, bu ülkede Türklerin gerçek varıdırlar.",SALDIRGAN
Her yerin frenkten arınması lazım. İçimizdeki zehli çürükleri temizlemek için tam bir gâvur sevdalıları cünüpseverler derneği kurdular.,SALDIRGAN
ulan mille takimin genc suan iyi kalecisi gencecik cocogun sucu var aminakodugumun picleri sizi yaptiginiz orospuluktan baska bir sey degil hesap vereceksiniz ulan gavur torunlari fenerbahce seninleyizuğurcan,SALDIRGAN
"Kardeşim, sen bu kadar mille takımda ne yaptın ki? Sana bir gencecik kaleci gözüyle bakabiliyorum. Amin, aklını tırmalayan pislikler saçıyorsun. Bıraksanız size hesap sorarım. Fenerbahçe'nin adının da parcası olmanızı dilerim",SALDIRGAN
"Sen ne yaptın ki ben de senin gibi bir takımı yöneteyim? Kocamış, sen ne kadar beceriksizsin?",SALDIRGAN
"Sana bir gencecik kaleci gözüyle bakabiliyorum. Amin, aklını tırmalayan pislikler saçıyorsun. Bıraksanız size hesap sorarım.",SALDIRGAN
"Kardeşim, sen bu kadar mille takımda ne yaptın ki? Sana bir gencecik kaleci gözüyle bakabiliyorum. Amin, aklını tırmalayan pislikler saçıyorsun. Bıraksanız size hesap sorarım.",SALDIRGAN
Sen ne yaptın ki ben de senin gibi bir takımı yöneteyim?,SALDIRGAN
Sana bir gencecik kaleci gözüyle bakabiliyorum.,SALDIRGAN
"Kardeşim, sen bu kadar mille takımda ne yaptın ki? Sana bir gencecik kaleci gözüyle bakabiliyorum. Amin, aklını tırmalayan pislikler saçıyorsun.",SALDIRGAN
Sen ne yaptın ki ben de senin gibi bir takımı yöneteyim?,SALDIRGAN
Bıraksanız size hesap sorarım.,SALDIRGAN
